Name,Year,Genre
Spore Creatures,2008.0,Simulation
Ready 2 Rumble Boxing,1998.0,Sports
Dragon Ball Z: Taiketsu,2003.0,Fighting
Disney's Lilo & Stitch,2002.0,Platform
Star Fox: Assault,2005.0,Shooter
Naruto: Ultimate Ninja Storm,2008.0,Fighting
NCAA Football 14,2013.0,Sports
Doko Demo Issyo,1999.0,Misc
Imagine: Fashion Designer New York,2008.0,Simulation
Bully: Scholarship Edition,2008.0,Action
Virtua Fighter,1994.0,Fighting
Championship Manager 99/00,1999.0,Sports
Super Princess Peach,2005.0,Platform
NHL 99,1997.0,Sports
SoulCalibur III,2005.0,Fighting
F1 2012,2012.0,Racing
World Tour Soccer,2005.0,Sports
Disney Universe,2011.0,Action
Ridge Racer Revolution,1995.0,Racing
Hot Wheels Turbo Racing,1999.0,Racing
NCAA Football 99,1998.0,Sports
Mortal Kombat: Armageddon,2006.0,Fighting
Aliens vs Predator,2010.0,Shooter
Freekstyle,2002.0,Racing
Junior Brain Trainer,2008.0,Misc
Darksiders,2010.0,Action
DiRT,2007.0,Racing
Simple 1500 Series Vol. 1: The Mahjong,1998.0,Misc
NBA Street V3,2005.0,Sports
Sleeping Dogs,2012.0,Action
Mercenaries 2: World in Flames,2008.0,Shooter
Worms Armageddon,1999.0,Strategy
Hulk,2003.0,Action
NFL Quarterback Club 98,1997.0,Sports
DJ Hero,2009.0,Misc
Dora the Explorer: Dora Saves the Mermaids,2007.0,Platform
Diablo II: Lord of Destruction,2001.0,Role-Playing
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,Fighting
Virtua Tennis 3,2007.0,Sports
Seek and Destroy,2002.0,Racing
Warhawk,2007.0,Simulation
Apollo Justice: Ace Attorney,2007.0,Adventure
Cosmic Ark,1981.0,Shooter
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,2006.0,Shooter
Skylanders: Trap Team,2014.0,Action
Defender,1980.0,Misc
Dance on Broadway,2010.0,Misc
Adventure Island,1986.0,Platform
Arc the Lad II,1996.0,Role-Playing
Tag Team Match M.U.S.C.L.E.,1985.0,Fighting
Derby Stallion 96,1996.0,Sports
UFC Undisputed 3,2012.0,Action
NBA 2K3,2002.0,Sports
Dragon Ball: XenoVerse,2015.0,Fighting
Dave Mirra Freestyle BMX,2000.0,Sports
Imagine: Animal Doctor,2007.0,Simulation
Forza Motorsport,2005.0,Racing
Monster Rancher 2,1998.0,Simulation
Pokemon Conquest,2012.0,Role-Playing
Guinness World Records: The Videogame,2008.0,Action
MVP Baseball 2003,2003.0,Sports
Legacy of Kain: Soul Reaver,,Action
Disney Tangled,2010.0,Action
Tales of Destiny,1997.0,Role-Playing
ATV: Quad Power Racing,2000.0,Racing
Disney Fairies: Tinker Bell and the Lost Treasure,2009.0,Adventure
Mega Man X4,1996.0,Action
Naruto: Clash of Ninja 2,2003.0,Fighting
Dance Dance Revolution SuperNOVA,2006.0,Simulation
Brink,2011.0,Shooter
F-Zero: Maximum Velocity,2001.0,Racing
Bomberman 64,1997.0,Puzzle
Jeremy McGrath Supercross 98,1998.0,Racing
Project CARS,2015.0,Racing
Kirby: Mass Attack,2011.0,Platform
ZhuZhu Pets,2010.0,Simulation
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007.0,Shooter
MotorStorm: Arctic Edge,2009.0,Racing
WipEout Pure,2005.0,Racing
EA Sports UFC,2014.0,Sports
MX vs. ATV Unleashed,2005.0,Racing
Tiger Woods PGA Tour 08,2007.0,Sports
Rayman Origins,2011.0,Platform
Epic Mickey 2: The Power of Two,2012.0,Action
NCAA March Madness 2004,2003.0,Sports
Donkey Kong Land III,,Platform
Bomberman,1985.0,Puzzle
Street Fighter Alpha 3,1998.0,Fighting
Bulletstorm,2011.0,Shooter
Naruto: Clash of Ninja Revolution,2007.0,Fighting
ZombiU,2012.0,Action
Petz: Catz 2,2007.0,Simulation
Tales of Graces f,2010.0,Role-Playing
Final Fight 2,1993.0,Action
The Lost World: Jurassic Park,1997.0,Action
Ace Combat 6: Fires of Liberation,2007.0,Simulation
Harry Potter and the Prisoner of Azkaban,2004.0,Action
Pong: The Next Level,1998.0,Puzzle
Bayonetta 2,2014.0,Action
God of War: Ghost of Sparta,2010.0,Action
Ninja Gaiden II,2008.0,Action
Championship Manager 3,2003.0,Sports
Guitar Hero: Warriors of Rock,2010.0,Misc
Oshare Majo Love and Berry: DS Collection,2006.0,Misc
Monster Rancher,1997.0,Simulation
DiRT 2,2009.0,Racing
Rayman Legends,2014.0,Platform
NERF N-Strike Elite,2009.0,Shooter
Ford Racing 2,2003.0,Racing
Breath of Fire III,1997.0,Role-Playing
Dead or Alive 2,2000.0,Fighting
1942,1985.0,Shooter
Excitebike 64,2000.0,Racing
NES Open Tournament Golf,1991.0,Sports
Game & Watch Gallery,1997.0,Misc
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,2004.0,Misc
Haze,2008.0,Shooter
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2006.0,Sports
Road & Track Presents: The Need for Speed,1995.0,Racing
NFL GameDay 2001,2000.0,Sports
Killzone: Mercenary,2013.0,Shooter
NBA Live 97,1996.0,Sports
Dynasty Warriors 3: Xtreme Legends,2002.0,Action
Zoo Tycoon DS,2005.0,Strategy
Rocksmith 2014,2013.0,Misc
Dead Space 3,2013.0,Action
Puzzler Collection,2008.0,Puzzle
Jampack Winter 2000,2000.0,Misc
Phoenix Wright: Ace Attorney,2005.0,Adventure
NFL Fever 2002,2000.0,Sports
Littlest Pet Shop: Winter,2008.0,Simulation
Tom Clancy's Splinter Cell: Blacklist,2013.0,Action
Ace Combat X: Skies of Deception,2006.0,Simulation
NCAA Football 12,2011.0,Sports
Band Hero,2009.0,Misc
Cars: Race-O-Rama,2009.0,Racing
Oddworld: Abe's Exoddus,1998.0,Platform
EyePet,2009.0,Simulation
Scooby-Doo! First Frights,2009.0,Action
Midnight Club: LA Remix,2008.0,Racing
The Bouncer,2000.0,Action
Shadow The Hedgehog,2005.0,Platform
Farming Simulator 2013,2012.0,Simulation
Xenoblade Chronicles,2010.0,Role-Playing
Mario Party Advance,2005.0,Misc
Tetris 2,1993.0,Puzzle
Air-Sea Battle,,Shooter
Suikoden III,,Role-Playing
Kingdom Hearts Re:coded,2010.0,Role-Playing
South Park: The Stick of Truth,2014.0,Role-Playing
Driver: San Francisco,2011.0,Racing
Sniper Elite V2,2012.0,Shooter
Pro Evolution Soccer 2014,2013.0,Action
Brutal Legend,2009.0,Action
Tamagotchi Connection: Corner Shop 2,2006.0,Simulation
Final Fantasy Type-0,2015.0,Role-Playing
de Blob,2008.0,Platform
NBA 2K10,2009.0,Sports
Fire Emblem,2003.0,Strategy
Yakuza 4,,Action
Club Penguin: Game Day!,2010.0,Sports
NHL 2004,2003.0,Sports
Romancing SaGa,1992.0,Role-Playing
Donkey Kong Junior,1981.0,Platform
Medal of Honor: Underground,2000.0,Shooter
Dark Cloud 2,2002.0,Role-Playing
Jampack Summer '99,1999.0,Misc
PlayStation All-Stars Battle Royale,2012.0,Action
Dance Dance Revolution 2nd ReMIX,1999.0,Simulation
Monster High: Ghoul Spirit,2011.0,Misc
Dragon Quest X,2012.0,Role-Playing
Gangs of London,2006.0,Adventure
Star Soldier,1986.0,Shooter
Lost Planet 2,2010.0,Shooter
NHL 2001,2000.0,Sports
Dragon Quest Monsters: Terry's Wonderland 3D,2012.0,Role-Playing
My Weight Loss Coach,2008.0,Sports
Mega Man Star Force Dragon / Leo / Pegasus,2006.0,Action
Shinobi,2002.0,Platform
The Witcher 2: Assassins of Kings,2011.0,Action
PilotWings Resort,2011.0,Simulation
Naruto Shippuden: Ultimate Ninja Storm 3,2013.0,Fighting
LEGO Jurassic World,2015.0,Action
World Championship Poker,2004.0,Misc
Ben 10: Alien Force,2008.0,Action
Wild ARMs,1996.0,Role-Playing
Kessen,2000.0,Strategy
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003.0,Misc
NCAA Football 2000,1999.0,Sports
Guitar Hero: Metallica,2009.0,Misc
Evolve,2015.0,Shooter
Army of Two: The 40th Day,2010.0,Shooter
Tony Hawk: RIDE,2009.0,Sports
Lego Batman 3: Beyond Gotham,2014.0,Action
Wii Play: Motion,2011.0,Misc
Killzone,2004.0,Shooter
The Tomb Raider Trilogy,2011.0,Action
Colin McRae Rally 04,2003.0,Racing
Star Fox 64 3D,2011.0,Shooter
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996.0,Misc
Castlevania: Lament of Innocence,2003.0,Action
Mario Tennis Open,2012.0,Sports
Destroy All Humans!,2005.0,Shooter
SaGa Frontier 2,1999.0,Role-Playing
NCAA Football 10,2009.0,Sports
MLB 2000,1999.0,Sports
The Legend of Zelda: Twilight Princess HD,2016.0,Action
Bully,2006.0,Action
Phantasy Star Portable,2008.0,Role-Playing
Hot Shots Golf Fore!,2003.0,Sports
MLB 06: The Show,2006.0,Sports
NHL 2003,2002.0,Sports
Operation Flashpoint: Dragon Rising,2009.0,Shooter
Nickelodeon Fit,2010.0,Sports
Buzz! Quiz World,2009.0,Misc
Bentley's Hackpack,2005.0,Misc
EA Sports Grand Slam Tennis,2009.0,Sports
White Knight Chronicles: International Edition,2008.0,Role-Playing
Sonic Riders: Zero Gravity,2008.0,Racing
Build-A-Bear Workshop,2007.0,Simulation
Crash City Mayhem,2004.0,Racing
Mega Man 4,1991.0,Platform
Castlevania II: Simon's Quest,1987.0,Platform
MLB 07: The Show,2007.0,Sports
Brothers in Arms: Hell's Highway,2008.0,Shooter
Inazuma Eleven 3,2010.0,Role-Playing
Pokken Tournament,2016.0,Fighting
SnoCross Championship Racing,1999.0,Racing
Top Gun: Combat Zones,2001.0,Simulation
Blue Dragon,2006.0,Role-Playing
NCAA Football 11,2010.0,Sports
NHL 98,1997.0,Sports
SpongeBob SquarePants: The Yellow Avenger,2006.0,Action
Wipeout: In The Zone,2011.0,Misc
Space Jam,1996.0,Sports
Balloon Fight,1985.0,Platform
Disney Magical World,2013.0,Adventure
Crysis 3,2013.0,Shooter
Dynasty Warriors 7,2011.0,Action
MLB 12: The Show,2012.0,Sports
Sonic Riders,2006.0,Racing
Starsky & Hutch,2003.0,Racing
Tobal No.1,1996.0,Fighting
Lost Odyssey,2007.0,Role-Playing
MLB 15: The Show,2015.0,Sports
AMF Bowling Pinbusters!,2007.0,Sports
Street Hoops,2002.0,Sports
Avatar: The Game,2009.0,Action
Harvest Moon 3D: A New Beginning,2012.0,Action
Tom Clancy's EndWar,2008.0,Strategy
Knockout Kings 2002,2002.0,Sports
Tokyo Xtreme Racer 3,2003.0,Racing
Colin McRae Rally 2.0,2000.0,Racing
Glover,1998.0,Platform
MX vs. ATV Reflex,2009.0,Racing
Minecraft: Story Mode,2015.0,Adventure
Marvel: Ultimate Alliance 2,2009.0,Role-Playing
Super Momotarou Dentetsu III,1994.0,Simulation
Tiger Woods PGA Tour 2002,2002.0,Sports
Mini-Yonku Shining Scorpion: Let's & Go!!,1996.0,Racing
MLB 2005,2004.0,Sports
SOCOM 4: U.S. Navy SEALs,2011.0,Shooter
Burnout Revenge,2005.0,Racing
Buzz! Quiz TV,2008.0,Misc
We Ski & Snowboard,2008.0,Sports
Destruction Derby,1995.0,Racing
TouchMaster 2,2008.0,Puzzle
3Xtreme,1999.0,Action
Hot Shots Tennis,2006.0,Sports
Resistance: Retribution,2009.0,Shooter
Tiger Woods PGA Tour 12: The Masters,2011.0,Sports
Spider-Man 3,2007.0,Platform
Samba De Amigo,2008.0,Misc
FIFA Soccer 09 All-Play,2008.0,Sports
Fossil Fighters,2008.0,Role-Playing
LittleBigPlanet Karting,2012.0,Action
Harry Potter: Quidditch World Cup,2003.0,Sports
The Biggest Loser: Ultimate Workout,2010.0,Sports
Call of Juarez: Bound in Blood,2009.0,Shooter
Killzone: Liberation,2006.0,Shooter
Blitz: The League,2005.0,Sports
Castlevania: Circle of the Moon,2001.0,Platform
Sonic Chronicles: The Dark Brotherhood,2008.0,Role-Playing
Tiger Woods PGA Tour 06,2005.0,Sports
Classic NES Series: The Legend of Zelda,2004.0,Adventure
The Jak and Daxter Collection,2012.0,Platform
Fire Emblem: The Sacred Stones,2004.0,Strategy
Pokemon Card GB2: Here Comes Team GR!,2001.0,Strategy
CSI: Hard Evidence,2008.0,Adventure
Ace Combat 2,1997.0,Simulation
F1 2009,2009.0,Racing
NFL 2K2,2001.0,Sports
EA Sports UFC 2,2016.0,Sports
Dissidia 012: Duodecim Final Fantasy,2011.0,Fighting
Monster 4X4: World Circuit,2006.0,Racing
Wii Fit U,2013.0,Sports
Kingdoms of Amalur: Reckoning,2012.0,Role-Playing
MLB 2001,2000.0,Sports
SingStar Anthems,2006.0,Misc
Seiken Densetsu 3,1995.0,Role-Playing
Mega Man 8 Anniversary Collector's Edition,1996.0,Platform
Peppa Pig: The Game,2008.0,Misc
Ghostbusters: The Video Game,2009.0,Action
Rock Band 3,2010.0,Misc
Resident Evil: Revelations,2012.0,Action
NBA 2K6,2005.0,Action
Buzz! The Mega Quiz,2007.0,Misc
Endless Ocean: Blue World,2009.0,Simulation
Star Wars: Rebel Assault II - The Hidden Empire,1996.0,Shooter
Metal Gear Ac!d,2004.0,Strategy
Cooking Mama: World Kitchen,2008.0,Simulation
Tekken Tag Tournament 2,2012.0,Fighting
ESPN NHL 2K5,2004.0,Sports
Phantasy Star Portable 2,2009.0,Role-Playing
Crimson Skies: High Road to Revenge,2003.0,Simulation
Spec Ops: Ranger Elite,2001.0,Shooter
Gex,1995.0,Platform
Derby Stallion II,1994.0,Sports
Gold's Gym: Dance Workout,2010.0,Sports
Red Faction: Guerrilla,2009.0,Shooter
Tom Clancy's Ghost Recon: Island Thunder,2003.0,Shooter
Need for Speed: V-Rally,1997.0,Racing
Kingdom Hearts Re: Chain of Memories,2008.0,Role-Playing
Pictionary,2010.0,Puzzle
NFL GameDay '97,1996.0,Sports
Beijing 2008,2008.0,Sports
The House of the Dead: Overkill,2009.0,Shooter
Tony Hawk's Project 8,2006.0,Sports
NHL 2000,1998.0,Sports
Buzz! Master Quiz,2008.0,Misc
Fight Night Round 2,2005.0,Fighting
Wizards of Waverly Place,2009.0,Misc
Triple Play 2002,2002.0,Sports
Vagrant Story,2000.0,Role-Playing
Lemmings,2006.0,Puzzle
Warriors Orochi,2007.0,Action
Enduro,1982.0,Misc
Tales of Xillia 2,2012.0,Role-Playing
SingStar '90s,2007.0,Misc
Monster Strike 3DS,2015.0,Action
Tomb Raider: Anniversary,2007.0,Action
Darksiders II,2012.0,Action
The World Ends With You,2007.0,Role-Playing
The Lord of the Rings: War in the North,,Action
Rocky,2002.0,Fighting
Ford Racing,2001.0,Racing
Madden Football 64,1997.0,Sports
MLB 99,1998.0,Sports
Dragon Ball Z: Burst Limit,2008.0,Fighting
The Legendary Starfy,2008.0,Platform
Dynasty Warriors 4: Xtreme Legends,2003.0,Action
Ninja Gaiden Sigma 2,2009.0,Action
Army Men: Air Attack,1999.0,Action
Need for Speed: Nitro,2009.0,Racing
Madden NFL 09 All-Play,2008.0,Sports
NBA 2K8,2007.0,Sports
Street Fighter Alpha 2,1996.0,Fighting
Blazing Angels: Squadrons of WWII,2007.0,Simulation
Castlevania III: Dracula's Curse,1989.0,Platform
Harry Potter and the Order of the Phoenix,2007.0,Action
Rampage World Tour,1997.0,Action
Burnout Legends,2005.0,Racing
NFL GameDay,1995.0,Sports
Burnout 2: Point of Impact,2002.0,Racing
Kirby: Planet Robobot,2016.0,Action
Street Fighter EX3,2000.0,Fighting
Karaoke Revolution Glee,2010.0,Misc
Thief (2014),2014.0,Action
Golden Sun: Dark Dawn,2010.0,Role-Playing
Tiger Woods PGA Tour 11,2010.0,Sports
Devil May Cry HD Collection,2012.0,Action
MLB 16: The Show,2016.0,Action
Xenoblade Chronicles X,2015.0,Role-Playing
Petz Dogz Fashion,2008.0,Simulation
ATV Quad Power Racing 2,2003.0,Racing
Harvest Moon: Tree of Tranquility,2007.0,Simulation
Final Fantasy,1987.0,Role-Playing
Street Fighter X Tekken,2012.0,Fighting
Rocket Power: Team Rocket Rescue,2001.0,Sports
Duke Nukem Forever,2011.0,Shooter
Big Mutha Truckers,2002.0,Racing
Borderlands: The Handsome Collection,2015.0,Shooter
Rogue Galaxy,2005.0,Role-Playing
ESPN College Hoops 2K5,2004.0,Sports
Metroid: Zero Mission,2004.0,Adventure
Time Crisis 4,2007.0,Shooter
Q*bert,1999.0,Puzzle
Ace Combat 3: Electrosphere,1999.0,Simulation
Dynasty Warriors 2,2000.0,Action
Battle of Giants: Dinosaurs,2008.0,Strategy
Lizzie McGuire 2: Lizzie Diaries,2004.0,Action
FIFA Soccer World Championship,2000.0,Sports
Brute Force,2003.0,Shooter
Dance Central 3,2012.0,Misc
Yu-Gi-Oh! Dark Duel Stories,2000.0,Misc
The Game of Life,1998.0,Misc
Mega Man Legends,1997.0,Adventure
Sly 3: Honor Among Thieves,2005.0,Platform
The Price is Right,2008.0,Misc
Sid Meier's Civilization Revolution,2008.0,Strategy
MLB SlugFest 20-03,,Sports
I Spy: Fun House,2007.0,Puzzle
The Amazing Spider-Man (Console Version),2012.0,Action
Dragon Ball: Raging Blast 2,2010.0,Fighting
MediEvil,1998.0,Platform
Casper,1996.0,Adventure
Deca Sports 2,2009.0,Sports
Tony Hawk's Underground 2 Remix,2005.0,Sports
Star Wars The Clone Wars: Republic Heroes,2009.0,Action
DJ Hero 2,2010.0,Misc
Street Fighter V,2016.0,Fighting
Clu Clu Land,1984.0,Puzzle
Killer Instinct Gold,1996.0,Fighting
Amped: Freestyle Snowboarding,2001.0,Sports
Custer's Revenge,1981.0,Action
MediEvil: Resurrection,2005.0,Adventure
DmC: Devil May Cry,2013.0,Action
Tales of the Abyss,2011.0,Role-Playing
Rocket Power: Beach Bandits,2002.0,Platform
Hasbro Family Game Night 3,2010.0,Misc
Stranglehold,2007.0,Shooter
Imagine: Rock Star,2008.0,Simulation
Shin Megami Tensei: Persona 4,2008.0,Role-Playing
SingStar Vol. 2,2008.0,Misc
Shaun White Snowboarding,,Sports
Twisted Metal (2012),2012.0,Action
Disney's The Little Mermaid: Ariel's Undersea Adventure,2006.0,Action
Ready 2 Rumble Boxing: Round 2,2000.0,Fighting
Kamaitachi no Yoru,1994.0,Adventure
Patapon,2007.0,Misc
Tales of Destiny II,2000.0,Role-Playing
Super Bomberman 2,1994.0,Puzzle
NASCAR 2001,2000.0,Racing
EA Sports Active NFL Training Camp,2010.0,Sports
The Legend of Zelda: Four Swords Adventures,2004.0,Action
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999.0,Sports
Guitar Hero Live,2015.0,Misc
Valkyrie Profile,1999.0,Role-Playing
Army Men: Sarge's Heroes,1999.0,Action
Mega Man,1987.0,Platform
EarthBound,1994.0,Role-Playing
Professor Layton vs Phoenix Wright: Ace Attorney,2012.0,Puzzle
The Next Tetris,1998.0,Puzzle
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,1998.0,Sports
Final Fantasy XI: Wings of the Goddess,2007.0,Role-Playing
MadWorld,2009.0,Action
Yakuza,2005.0,Action
Star Wars Rogue Squadron III: Rebel Strike,2003.0,Simulation
ABBA: You Can Dance,2011.0,Misc
Moto Racer,1997.0,Racing
Hitman: Contracts,2004.0,Shooter
Final Fantasy Anthology,1999.0,Role-Playing
Aliens: Colonial Marines,2013.0,Shooter
[Prototype 2],2012.0,Action
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010.0,Racing
Goldeneye 007: Reloaded,2011.0,Shooter
All Star Cheer Squad,2008.0,Sports
Super Robot Taisen α,2000.0,Strategy
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013.0,Sports
Tales of Destiny 2,2002.0,Role-Playing
Capcom's Soccer Shootout,1993.0,Sports
The Godfather II,2009.0,Action
Alien,1981.0,Action
Dragon Ball Z: Budokai Tenkaichi 2,2006.0,Fighting
The Walking Dead: Season One,2012.0,Adventure
Final Fantasy Tactics A2: Grimoire of the Rift,2007.0,Role-Playing
Harvest Moon: A Wonderful Life,2003.0,Role-Playing
Momotarou Dentetsu 7,1997.0,Simulation
Invizimals,2009.0,Strategy
Motocross Mania,2001.0,Racing
Star Wars The Clone Wars: Jedi Alliance,2008.0,Action
Mega Man 5,1992.0,Platform
Star Ocean: The Last Hope,2009.0,Role-Playing
Dance Dance Revolution SuperNOVA 2,2007.0,Simulation
Armored Core 2,2000.0,Simulation
Ghost Squad,2007.0,Shooter
Dead Island: Riptide,2013.0,Action
Drawn to Life,2007.0,Action
Major League Baseball Featuring Ken Griffey Jr,1998.0,Sports
Too Human,2008.0,Role-Playing
NCAA Football 08,2007.0,Sports
Personal Trainer: Walking,2008.0,Sports
PokePark 2: Wonders Beyond,2011.0,Action
Professor Layton and the Azran Legacy,2013.0,Puzzle
Tom Clancy's Splinter Cell: Double Agent,2006.0,Action
Yars' Revenge,1982.0,Shooter
Lips,2008.0,Misc
Secret Agent Barbie: Royal Jewels Mission,2002.0,Platform
Metroid Prime Hunters,2006.0,Shooter
The 7th Guest,1992.0,Adventure
Doom,1994.0,Shooter
Buzz! The Hollywood Quiz,2007.0,Misc
Puzzler World,2009.0,Puzzle
My Little Pony: Pinkie Pie's Party,2008.0,Adventure
We Sing,2009.0,Misc
Marvel vs. Capcom: Clash of Super Heroes,1999.0,Fighting
God of War Saga,2012.0,Action
Battle Stations,1997.0,Strategy
Tetris Party Deluxe,2010.0,Puzzle
Pro Evolution Soccer 2016,2015.0,Sports
Worms: Open Warfare,2006.0,Strategy
Star Wars Battlefront: Elite Squadron,2009.0,Shooter
UFC Personal Trainer: The Ultimate Fitness System,2011.0,Sports
NBA 2K7,2006.0,Sports
Torneko no Daibouken: Fushigi no Dungeon,1993.0,Role-Playing
Jr. Pac-Man,1983.0,Puzzle
Banjo-Kazooie: Nuts & Bolts,2008.0,Platform
NBA ShootOut 98,1998.0,Sports
Harry Potter and the Half-Blood Prince,2009.0,Action
Perfect Dark Zero,2005.0,Shooter
Galaxian,1982.0,Shooter
Andretti Racing,1996.0,Racing
Caesars Palace 2000: Millennium Gold Edition,2000.0,Misc
Air Raid,1981.0,Action
Freedom Wars,2014.0,Role-Playing
Marvel Nemesis: Rise of the Imperfects,2005.0,Fighting
Boxing,1980.0,Fighting
Need for Speed: Porsche Unleashed,1999.0,Racing
Dragon Ball: Raging Blast,2009.0,Fighting
Crystal Castles,1983.0,Action
Conker's Bad Fur Day,2001.0,Platform
Dragon Warrior I&II,1999.0,Role-Playing
Star Wars Episode II: Attack of the Clones,2002.0,Action
My Baby Girl,2008.0,Simulation
Twisted Metal: Head On,2005.0,Action
Conflict: Desert Storm II - Back to Bagdhad,2003.0,Shooter
Maximo: Ghosts to Glory,2001.0,Platform
Pokemon Dash,2004.0,Racing
Donkey Kong Country 3,2005.0,Platform
All-Star Baseball 2003,2002.0,Sports
Unlimited Saga,2002.0,Role-Playing
Cabela's Deer Hunt: 2004 Season,2003.0,Sports
Formula 1,1996.0,Racing
Raving Rabbids: Travel in Time,2010.0,Adventure
Mercenaries: Playground of Destruction,2005.0,Action
MTV Celebrity Deathmatch,2003.0,Fighting
Street Fighter Alpha: Warriors' Dreams,1995.0,Fighting
ISS Pro Evolution,1998.0,Sports
SoulCalibur V,2012.0,Fighting
Super Monkey Ball: Touch & Roll,2005.0,Misc
Pro Evolution Soccer 2015,2014.0,Sports
Drawn to Life: The Next Chapter,2009.0,Puzzle
The Lord of the Rings: Conquest,2009.0,Action
Taiko no Tatsujin: Tatakon de Dodon ga Don,2002.0,Misc
Mega Man Battle Network 6: Cybeast Falzar / Gregar,2005.0,Role-Playing
Syphon Filter: The Omega Strain,2004.0,Shooter
Deer Drive,2009.0,Sports
Kane & Lynch: Dead Men,2007.0,Shooter
Ace Attorney Investigations: Miles Edgeworth,2009.0,Adventure
That's So Raven,2004.0,Adventure
Marvel vs. Capcom 2: New Age of Heroes,2002.0,Fighting
True Crime: New York City,2005.0,Action
Legends of Wrestling,2001.0,Fighting
Monopoly Streets,2010.0,Misc
Genji: Days of the Blade,2006.0,Action
Harvest Moon: Animal Parade,2008.0,Simulation
Final Fantasy Legend III,1991.0,Role-Playing
Total War: Rome II,2013.0,Strategy
Rare Replay,2015.0,Misc
Spectrobes,2007.0,Role-Playing
Mega Man X5,2000.0,Platform
Tearaway,2013.0,Adventure
Turok,2008.0,Action
Shark Tale,2004.0,Action
San Francisco Rush: Extreme Racing,1997.0,Racing
Zone of the Enders,2001.0,Shooter
Street Fighter EX Plus Alpha,1997.0,Fighting
Coded Arms,2005.0,Shooter
Tales of Vesperia,2008.0,Role-Playing
X-Men Origins: Wolverine - Uncaged Edition,2009.0,Action
Madagascar: Escape 2 Africa,2008.0,Action
Split/Second,2010.0,Racing
Capcom vs. SNK 2: Mark of the Millennium 2001,2001.0,Fighting
MVP 06 NCAA Baseball,2006.0,Sports
Borderlands: The Pre-Sequel,2014.0,Shooter
Ace Combat: Assault Horizon,2011.0,Action
Jump Ultimate Stars,2006.0,Fighting
Jampack Summer 2001,2001.0,Misc
Resonance of Fate,2010.0,Role-Playing
Burnout,2001.0,Racing
Mortal Kombat: Unchained,2006.0,Fighting
Mario & Luigi: Paper Jam,2015.0,Role-Playing
Yu-Gi-Oh! Dungeon Dice Monsters,2001.0,Misc
Blur,2010.0,Racing
Namco Museum Remix,2007.0,Misc
Tiger Woods PGA Tour 2001,2001.0,Sports
Indiana Jones and the Staff of Kings,2009.0,Action
Jet Moto 3,1999.0,Racing
Naruto Shippuden: Ultimate Ninja Storm Generations,2012.0,Fighting
Unreal Championship,2002.0,Shooter
WarioWare: Twisted!,,Puzzle
Pirates of the Caribbean: At World's End,2007.0,Action
Persona 4: Arena,2012.0,Fighting
Sword of Mana,2003.0,Role-Playing
Harvest Moon DS: Island of Happiness,2007.0,Simulation
Star Ocean: The Last Hope International,2010.0,Role-Playing
FIFA: Road to World Cup 98,1997.0,Sports
Dragon Ball Z: Ultime Menace,1993.0,Fighting
Classic NES Series: Donkey Kong,2004.0,Platform
Kirby: Canvas Curse,2005.0,Platform
Croc 2,1999.0,Platform
Practise English!,2007.0,Misc
Oddworld: Munch's Oddysee,2001.0,Platform
Berzerk,1981.0,Shooter
NHL 11,2010.0,Sports
iCarly,2009.0,Adventure
Just Dance Wii,2011.0,Misc
Full Spectrum Warrior,2004.0,Strategy
Katamari Damacy,2004.0,Puzzle
Beyblade VForce: Ultimate Blader Jam,2003.0,Action
Ratchet & Clank Collection,2012.0,Action
Shaun Palmer's Pro Snowboarder,2001.0,Sports
Imagine: Interior Designer,2008.0,Simulation
Style Savvy: Trendsetters,2012.0,Simulation
XCOM: Enemy Unknown,2012.0,Strategy
Ultimate Spider-Man,2005.0,Action
God Eater,2010.0,Action
SD Gundam G Generation,1998.0,Strategy
Area 51,1996.0,Shooter
NBA Live 08,2007.0,Sports
Tiger Woods PGA Tour 07,2006.0,Sports
Test Drive 6,1999.0,Racing
Kouchuu Ouja Mushi King,2005.0,Action
Major League Baseball 2K7,2007.0,Sports
X-Men: Mutant Academy 2,2001.0,Fighting
Terraria,2013.0,Action
Jampack Winter 2001,2001.0,Misc
Kangaroo,1982.0,Platform
James Bond 007: Blood Stone,2010.0,Shooter
Skate,2007.0,Sports
Super Monkey Ball Jr.,2002.0,Puzzle
MLB 09: The Show,2009.0,Sports
Mobile Suit Gundam: Encounters in Space,2003.0,Simulation
Catherine,2011.0,Adventure
Fear Effect,1998.0,Action
Crysis,2007.0,Shooter
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007.0,Role-Playing
MLB 13: The Show,2013.0,Sports
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015.0,Action
Virtua Fighter 4: Evolution,2003.0,Fighting
