,Name,Year,Genre,Global_Sales
2972,FlingSmash,2010.0,Action,0.48
2973,NFL Xtreme 2,1999.0,Sports,0.48
2974,Dynasty Warriors Gundam,2007.0,Action,0.6699999999999999
2975,Final Fantasy Crystal Chronicles: Echoes of Time,2009.0,Role-Playing,0.74
2976,Grand Prix,1981.0,Racing,0.48
2977,Ford Racing Off Road,2008.0,Racing,0.8200000000000001
2978,SimCity Creator,2008.0,Simulation,0.83
2979,World of Outlaws: Sprint Cars 2002,2002.0,Racing,0.48
2980,Emergency Heroes,2008.0,Racing,0.48
2981,Fantavision,2000.0,Puzzle,0.47
2982,Double Dragon,1989.0,Action,0.47
2983,Alien Trilogy,1996.0,Shooter,0.47
2984,Bravely Second: End Layer,2015.0,Role-Playing,0.47
2985,Karate,,Fighting,0.47
2986,X-Men: Next Dimension,2002.0,Fighting,0.71
2987,The Godfather (JP sales),2006.0,Action,0.48
2988,Hamsterz Life,2006.0,Action,0.47
2989,Dragon Age Origins: Awakening,2010.0,Role-Playing,0.87
2990,Super Puyo Puyo 2,1995.0,Puzzle,0.47
2991,Castlevania: Dawn of Sorrow,2005.0,Platform,0.47
2992,Naruto Shippuden: Ultimate Ninja Storm Revolution,2014.0,Fighting,0.7
2993,Deadpool,2013.0,Action,1.33
2994,WipEout,1995.0,Action,0.47
2995,ICO,2001.0,Action,0.53
2996,Silent Hill: Downpour,2012.0,Action,0.8
2997,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,2011.0,Role-Playing,0.47
2998,Victorious Boxers: Ippo's Road to Glory,2000.0,Fighting,0.47
2999,Petz Sports,2008.0,Simulation,0.47
3000,Densetsu no Stafi,2002.0,Platform,0.47
3001,Valkyrie Profile 2: Silmeria,2006.0,Role-Playing,0.47
3002,Hot Wheels Velocity X,2002.0,Racing,0.74
3003,Shadowrun,2007.0,Role-Playing,0.47
3004,Virtua Tennis 4: World Tour,2011.0,Sports,0.47
3005,"Warhammer 40,000: Dawn of War II",2009.0,Strategy,0.47
3006,Crazy Taxi: Fare Wars,2007.0,Racing,0.47
3007,Clash of Elementalists,2010.0,Action,0.5
3008,L.A. Rush,2005.0,Racing,0.61
3009,Bomberman Hero,1998.0,Platform,0.47
3010,Automobili Lamborghini,1997.0,Racing,0.47
3011,Quest 64,1998.0,Role-Playing,0.47
3012,Momotarou Dentetsu V,1999.0,Misc,0.47
3013,Doom 64,1997.0,Shooter,0.47
3014,Boom Blox Bash Party,2009.0,Puzzle,0.47
3015,The Sims 3: Ambitions,2010.0,Simulation,0.47
3016,Dead or Alive 4,2005.0,Fighting,0.47
3017,Rise of Nightmares,2011.0,Action,0.47
3018,NBA Ballers: Phenom,2006.0,Sports,0.6
3019,MTV Music Generator,1999.0,Misc,0.47
3020,Spider-Man: Friend or Foe,2007.0,Action,1.48
3021,Major League Baseball 2K13,2013.0,Sports,0.62
3022,Super Momotarou Dentetsu DX,1995.0,Misc,0.47
3023,World Soccer Winning Eleven 8: Liveware Evolution,2005.0,Sports,0.47
3024,The Sims 3: Outdoor Living Stuff,2011.0,Simulation,0.47
3025,Downhill Domination,2003.0,Racing,0.47
3026,Pirates of the Caribbean: Dead Man's Chest,2006.0,Adventure,1.01
3027,World Series of Poker,2005.0,Misc,0.98
3028,Inazuma Eleven Go 2: Chrono Stone,2012.0,Role-Playing,0.47
3029,NHL 97,1996.0,Sports,0.47
3030,We Sing Encore,2010.0,Misc,0.47
3031,Kong: The 8th Wonder of the World,2005.0,Action,0.47
3032,Mega Man Star Force 3: Black Ace / Red Joker,2008.0,Action,0.47
3033,Crayola: Treasure Adventures,2007.0,Puzzle,0.47
3034,Godzilla: Save the Earth,2004.0,Fighting,0.61
3035,Dance Dance Revolution: Mario Mix,2005.0,Misc,0.47
3036,Metal Gear Solid: The Twin Snakes,2004.0,Action,0.47
3037,Imagine: Figure Skater (US sales),2007.0,Sports,0.47
3038,Mat Hoffman's Pro BMX 2,2002.0,Sports,0.86
3039,Metal Gear Solid: The Essential Collection,2007.0,Adventure,0.46
3040,Iridion 3D,2001.0,Shooter,0.46
3041,Classic NES Series: Pac-Man,2004.0,Puzzle,0.46
3042,Dragon Ball Z: Collectible Card Game,2002.0,Misc,0.46
3043,Circus Atari,,Action,0.46
3044,Country Dance 2,2011.0,Misc,0.46
3045,Razor Freestyle Scooter,1999.0,Sports,0.47000000000000003
3046,F.E.A.R. 3,2011.0,Shooter,1.06
3047,Disney's Kim Possible 3: Team Possible,2005.0,Platform,0.46
3048,Rygar: The Legendary Adventure,2002.0,Action,0.46
3049,Syphon Filter: Logan's Shadow,2007.0,Shooter,0.52
3050,Super Batter Up,1992.0,Sports,0.46
3051,Kessen II,2001.0,Strategy,0.46
3052,Crayon Shin-Chan: Arashi o Yobu Enji,1993.0,Platform,0.46
3053,Stuart Little 2,2002.0,Platform,0.46
3054,Art Academy: Lessons for Everyone,2012.0,Action,0.46
3055,ATV Offroad Fury Pro,2006.0,Racing,0.46
3056,SingStar Amped,2007.0,Misc,0.46
3057,Brothers In Arms: Earned in Blood,2005.0,Shooter,0.77
3058,Walk it Out!,2010.0,Sports,0.46
3059,Transformers: Dark of the Moon - Autobots/Decepticons,2011.0,Action,0.46
3060,Dragon Ball Z: Sagas,2005.0,Fighting,0.91
3061,Scooby-Doo,2001.0,Platform,0.46
3062,Hydro Thunder,1999.0,Racing,0.62
3063,Brothers In Arms: D-Day,2006.0,Shooter,0.46
3064,American Girl: Kit Mystery Challenge!,2008.0,Adventure,0.46
3065,Mario & Sonic at the Rio 2016 Olympic Games,2016.0,Action,0.72
3066,NHL FaceOff '97,1996.0,Sports,0.46
3067,Virtua Tennis 4,2011.0,Sports,0.88
3068,Gremlins,1983.0,Action,0.46
3069,The Mark of Kri,2002.0,Action,0.46
3070,Jampack Winter 2003 (RP-M),2003.0,Misc,0.46
3071,Rugrats: Castle Capers,2001.0,Action,0.46
3072,Bleach: The Blade of Fate,2006.0,Fighting,0.46
3073,"Barbie: Jet, Set & Style!",2011.0,Misc,0.72
3074,Momotarou Dentetsu 11,2002.0,Misc,0.54
3075,Star Wars: Demolition,2000.0,Racing,0.46
3076,Scooby-Doo! and the Spooky Swamp,2010.0,Action,1.1300000000000001
3077,Sword Art Online: Lost Song,2015.0,Role-Playing,0.79
3078,Bloody Roar II,1999.0,Fighting,0.46
3079,Delta Force: Black Hawk Down,2005.0,Shooter,0.8
3080,Burnout Dominator,2007.0,Racing,0.46
3081,Vin Diesel: Wheelman,2009.0,Racing,0.79
3082,.hack//Outbreak Part 3,2002.0,Role-Playing,0.46
3083,Mother 1+2,2003.0,Role-Playing,0.46
3084,Hyperdimension Neptunia,2010.0,Role-Playing,0.64
3085,Puzzle & Dragons Z + Super Mario Bros. Edition,2015.0,Puzzle,0.46
3086,Top Spin,2003.0,Sports,0.56
3087,Disney Guilty Party,2010.0,Misc,0.46
3088,Red Faction: Armageddon,2011.0,Shooter,0.9400000000000001
3089,DanceStar Party,2011.0,Misc,0.46
3090,Persona 4: Dancing All Night,2015.0,Misc,0.46
3091,Dynasty Warriors: Strikeforce,2009.0,Action,0.97
3092,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,2005.0,Platform,0.45
3093,Tales of Hearts,2013.0,Role-Playing,0.69
3094,Barbie as The Island Princess,2007.0,Adventure,1.11
3095,Jikkyou Powerful Pro Yakyuu 3,1996.0,Sports,0.45
3096,Jikkyou Powerful Pro Yakyuu 12,2005.0,Sports,0.53
3097,J-League Excite Stage '95,1995.0,Sports,0.45
3098,The New York Times Crosswords,2007.0,Puzzle,0.45
3099,Phantasy Star Online Episode I & II,2002.0,Role-Playing,0.6
3100,Moshi Monsters: Moshlings Theme Park,2012.0,Misc,0.73
3101,The Powerpuff Girls: Relish Rampage,2002.0,Action,0.52
3102,Resistance: Burning Skies,2012.0,Shooter,0.45
3103,Dead or Alive: Dimensions,2011.0,Fighting,0.45
3104,The Chronicles of Riddick: Escape from Butcher Bay,,Shooter,0.45
3105,Brain Challenge,2008.0,Misc,0.45
3106,NFL Head Coach,2006.0,Sports,0.5700000000000001
3107,Karaoke Revolution Presents American Idol Encore,2008.0,Misc,1.04
3108,Major League Baseball 2K11,2011.0,Sports,1.09
3109,Enemy Territory: Quake Wars,2008.0,Shooter,0.82
3110,Ghostbusters,1985.0,Puzzle,0.45
3111,NCAA Gamebreaker 99,1998.0,Sports,0.45
3112,World Stadium 2,1998.0,Sports,0.45
3113,NHL 2005,2004.0,Sports,0.68
3114,TNA iMPACT!,2008.0,Fighting,1.24
3115,Star Wars Jedi Knight: Jedi Academy,2003.0,Shooter,0.49
3116,Thrillville: Off the Rails,2007.0,Strategy,1.18
3117,Phoenix,1981.0,Simulation,0.45
3118,Spider-Man: Shattered Dimensions,2010.0,Action,1.24
3119,My Fashion Studio,2007.0,Misc,0.45
3120,Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,0.9400000000000001
3121,Rock Band Country Track Pack,2009.0,Misc,1.19
3122,Apocalypse,1998.0,Action,0.45
3123,Transformers: Revenge of the Fallen (Wii & PS2 Version),2009.0,Action,0.45
3124,Yu-Gi-Oh! Destiny Board Traveler,2004.0,Misc,0.45
3125,God Eater 2,2013.0,Role-Playing,0.69
3126,Samurai Warriors 3,2009.0,Action,0.45
3127,World Soccer Winning Eleven 5 Final Evolution,2001.0,Sports,0.45
3128,One Piece: Pirate Warriors 3,2015.0,Action,0.96
3129,Sphinx and the Cursed Mummy,2003.0,Action,0.71
3130,Fatal Fury 2,1993.0,Fighting,0.45
3131,Pokemon Puzzle League,2000.0,Puzzle,0.45
3132,Eternal Sonata,2008.0,Role-Playing,0.78
3133,Dance Dance Revolution: Hottest Party 3,2009.0,Simulation,0.45
3134,Bee Movie Game,2007.0,Action,1.06
3135,Tekken Advance,2001.0,Fighting,0.45
3136,Shin Megami Tensei: Persona 3,2006.0,Role-Playing,0.45
3137,Persona,1995.0,Role-Playing,0.45
3138,Viking: Battle for Asgard,2008.0,Action,0.8400000000000001
3139,Maze Craze: A Game of Cops 'n Robbers,,Action,0.45
3140,Mobile Suit Gundam,1995.0,Action,0.86
3141,Silent Hill: Homecoming,,Action,0.8500000000000001
3142,SingStar Take That,2009.0,Misc,0.78
3143,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010.0,Shooter,0.45
3144,Final Fantasy Collection,1999.0,Role-Playing,0.45
3145,Samurai Warriors: Xtreme Legends,2004.0,Action,0.45
3146,NHL FaceOff,1994.0,Sports,0.45
3147,WWE WrestleMania 21,2005.0,Fighting,0.45
3148,Brunswick Pro Bowling,2010.0,Sports,1.76
3149,Worms: Open Warfare 2,2007.0,Strategy,0.81
3150,Defender II,1987.0,Shooter,0.45
3151,WWE Day of Reckoning,2004.0,Fighting,0.45
3152,Dragon Quest Heroes: Rocket Slime,2005.0,Action,0.45
3153,Walt Disney World Quest: Magical Racing Tour,2000.0,Racing,0.45
3154,Vandal Hearts,1996.0,Role-Playing,0.45
3155,Mario Tennis Ultra Smash,2015.0,Sports,0.45
3156,Celebrity Sports Showdown,2008.0,Sports,0.45
3157,Jawbreaker,1981.0,Action,0.45
3158,Scooby-Doo! Mystery Mayhem,2004.0,Action,1.26
3159,Mario Golf: Advance Tour,2004.0,Sports,0.45
3160,Karaoke Revolution,2009.0,Misc,1.1199999999999999
3161,Discovery Kids: Kitten Corner,2009.0,Simulation,0.45
3162,Yu-Gi-Oh! Capsule Monster Coliseum,2004.0,Misc,0.44
3163,Major League Baseball 2K6,2006.0,Sports,1.43
3164,Jampack Volume 13 (RP-M),2005.0,Misc,0.44
3165,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004.0,Action,1.08
3166,TouchMaster 3,2009.0,Puzzle,0.44
3167,The Thing,2002.0,Adventure,0.64
3168,Van Helsing,2004.0,Action,0.72
3169,Food Network: Cook or Be Cooked,2009.0,Misc,0.44
3170,Transformers: Fall of Cybertron,2012.0,Action,0.86
3171,The Urbz: Sims in the City (all regions sales),2004.0,Simulation,0.44
3172,Spawn: Armageddon,2003.0,Action,0.68
3173,The Godfather (US sales),2006.0,Action,0.44
3174,World Stadium EX,1996.0,Sports,0.44
3175,Ben 10 Alien Force: Vilgax Attacks,2009.0,Action,1.79
3176,Densetsu no Stafi 2,2003.0,Platform,0.44
3177,Independence Day,1997.0,Shooter,0.44
3178,Chocobo Racing,1999.0,Racing,0.44
3179,Ninja Gaiden 3,2012.0,Action,0.88
3180,Child of Eden,2011.0,Shooter,0.67
3181,Family Fest Presents Circus Games,2008.0,Misc,0.44
3182,My Spanish Coach,2007.0,Misc,0.5700000000000001
3183,Gundam SEED: Federation vs. Z.A.F.T.,2005.0,Shooter,0.44
3184,Blood Omen: Legacy of Kain,1996.0,Role-Playing,0.44
3185,Super Bomberman 4,1996.0,Puzzle,0.44
3186,Bomberman II,1991.0,Puzzle,0.44
3187,Duke Nukem 64,1997.0,Shooter,0.44
3188,Sin and Punishment: Star Successor,2009.0,Shooter,0.44
3189,Jump Start Pet Rescue,2009.0,Misc,0.44
3190,Naughty Bear,2010.0,Action,0.85
3191,Super Robot Taisen OG: Original Generations,2007.0,Strategy,0.44
3192,Army Men World War: Final Front,2001.0,Action,0.44
3193,Petz: Horsez 2,2007.0,Simulation,1.13
3194,Puppy Luv: Spa and Resort,2007.0,Simulation,0.44
3195,Yu-Gi-Oh! 5D's Tag Force 4,2009.0,Strategy,0.44
3196,Jikkyou Powerful Pro Yakyuu 9,2002.0,Sports,0.56
3197,Grind Session,2000.0,Sports,0.44
3198,Naruto: Gekito Ninja Taisen! 3,2004.0,Fighting,0.44
3199,Barbie: Groom and Glam Pups,2010.0,Action,0.66
3200,Wario World,2003.0,Platform,0.44
3201,Super Breakout,,Puzzle,0.44
3202,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,2003.0,Misc,0.44
3203,Robert Ludlum's The Bourne Conspiracy,,Action,0.8300000000000001
3204,Battlebots: Design & Destroy,2003.0,Action,0.44
3205,Eternal Darkness: Sanity's Requiem,2002.0,Adventure,0.44
3206,Power Rangers: S.P.D.,2004.0,Action,0.44
3207,Naruto: Ultimate Ninja 3,2005.0,Fighting,0.44
3208,SingStar Motown,2009.0,Misc,0.62
3209,Neon Genesis Evangelion,1996.0,Adventure,0.5
3210,Mobile Suit Gundam: One Year War,2005.0,Action,0.44
3211,Tongari Boushi to Mahou no Otana,2010.0,Simulation,0.44
3212,NFL Blitz 20-03,2002.0,Sports,0.72
3213,Just Dance: Summer Party,2011.0,Misc,0.44
3214,Dragon Ball Z: Shin Budokai - Another Road,2007.0,Fighting,0.44
3215,Master of Illusion,2006.0,Puzzle,0.44
3216,Remington Great American Bird Hunt,2009.0,Sports,0.44
3217,Classic NES Series: Metroid,2004.0,Adventure,0.43
3218,Alpha Protocol,2010.0,Role-Playing,0.87
3219,Tetris Axis,2011.0,Puzzle,0.43
3220,Dora the Explorer: Dora Puppy,2009.0,Misc,0.43
3221,Primal,2003.0,Action,0.43
3222,Spec Ops: Covert Assault,2001.0,Shooter,0.43
3223,Flight Control Rocket,2005.0,Simulation,0.43
3224,Trials Fusion,2014.0,Racing,0.7
3225,NiGHTS into dreams...,1996.0,Platform,0.44
3226,Rock Band 4,2015.0,Misc,0.8
3227,Bionicle,2003.0,Action,0.79
3228,MLB 2002,2001.0,Sports,0.43
3229,TimeSplitters,2000.0,Shooter,0.43
3230,Barnstorming,1981.0,Action,0.43
3231,InuYasha: The Secret of the Cursed Mask,2004.0,Role-Playing,0.43
3232,Rune Factory 3: A Fantasy Harvest Moon,2009.0,Role-Playing,0.43
3233,The Powerpuff Girls: Him and Seek,2002.0,Platform,0.43
3234,Mega Man Zero 2,2003.0,Platform,0.43
3235,Wonder Project J: Kikai no Shonen Pino,1994.0,Simulation,0.43
3236,Atelier Totori: The Adventurer of Arland,2010.0,Role-Playing,0.52
3237,The Fairly Odd Parents: Game Boy Advance Video Volume 1,2004.0,Misc,0.43
3238,Hunter: The Reckoning  Wayward,2003.0,Action,0.43
3239,Command & Conquer 3: Tiberium Wars,2007.0,Strategy,0.5
3240,WipEout 64,1998.0,Racing,0.43
3241,Mischief Makers,1997.0,Platform,0.43
3242,Petz Bunnyz,2008.0,Simulation,0.43
3243,Castlevania: Portrait of Ruin,2006.0,Platform,0.43
3244,NHL Slapshot,,Sports,0.43
3245,EyeToy: AntiGrav,2004.0,Sports,0.43
3246,EverQuest Online Adventures,2003.0,Role-Playing,0.43
3247,Cool Boarders,1996.0,Sports,0.43
3248,"999: Nine Hours, Nine Persons, Nine Doors",2009.0,Adventure,0.43
3249,Mobile Suit Gundam: Zeonic Front,2001.0,Simulation,0.43
3250,Zone of the Enders HD Collection,2012.0,Simulation,0.63
3251,Def Jam Icon,2007.0,Action,0.78
3252,Tales of the World: Radiant Mythology,2006.0,Role-Playing,0.43
3253,Dawn of Mana,2006.0,Role-Playing,0.43
3254,Microsoft Flight Simulator X,2006.0,Simulation,0.43
3255,NASCAR Kart Racing,2009.0,Racing,0.43
3256,TRON: Evolution,2010.0,Action,1.12
3257,Call of Duty: Modern Warfare: Mobilized,2009.0,Shooter,0.43
3258,The Smurfs,2011.0,Action,0.48
3259,NHL FaceOff 99,1997.0,Sports,0.43
3260,SEGA Classics Collection,2005.0,Misc,0.43
3261,Juiced: Eliminator,2006.0,Racing,0.43
3262,Naruto: Ninja Council 3,2006.0,Action,0.42
3263,Neon Genesis Evangelion 2nd Impression,1997.0,Role-Playing,0.42
3264,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011.0,Strategy,0.42
3265,Valkyrie Profile: Covenant of the Plume,2008.0,Role-Playing,0.42
3266,The Legend of Spyro: The Eternal Night,2007.0,Platform,1.01
3267,Mega Man Battle Network,2001.0,Role-Playing,0.42
3268,25 to Life,2006.0,Shooter,0.59
3269,NHL 2K6,2005.0,Sports,0.73
3270,Dog's Life,2003.0,Adventure,0.42
3271,The X Files,1999.0,Adventure,0.42
3272,Super Wagyan Land,1991.0,Action,0.42
3273,Rascal,1998.0,Action,0.42
3274,Hometown Story,2013.0,Role-Playing,0.42
3275,Famicom Mini: Super Mario Bros. 2,2004.0,Platform,0.42
3276,Yu-Gi-Oh! GX: Tag Force 2,2007.0,Strategy,0.42
3277,Colony Wars,1997.0,Simulation,0.42
3278,All-Star Baseball 2004,2003.0,Sports,0.7
3279,Big Strike Bowling,2003.0,Sports,0.42
3280,Ragnarok Odyssey,2012.0,Role-Playing,0.45999999999999996
3281,Horsez,2006.0,Simulation,0.42
3282,SpongeBob's Truth or Square (US sales),2009.0,Action,1.46
3283,Grandia,1997.0,Role-Playing,0.6699999999999999
3284,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,2005.0,Misc,0.42
3285,Hot Wheels World Race,2003.0,Racing,0.58
3286,Avatar: The Last Airbender - The Burning Earth,2007.0,Action,1.1600000000000001
3287,Superman: Shadow of Apokolips,2002.0,Action,0.5
3288,NiGHTS: Journey of Dreams,2007.0,Platform,0.42
3289,American Chopper,2004.0,Racing,0.57
3290,Star Wars Trilogy: Apprentice of the Force,2004.0,Action,0.42
3291,Marvel Super Hero Squad,2009.0,Fighting,1.3
3292,JGTC: All-Japan Grand Touring Car Championship,1998.0,Racing,0.42
3293,Arc the Lad III,1999.0,Role-Playing,0.42
3294,Solitaire Overload,2007.0,Misc,0.42
3295,Mobile Suit Gundam: Gundam vs. Gundam,2008.0,Fighting,0.42
3296,Jikkyou Powerful Pro Yakyuu 11,2004.0,Sports,0.52
3297,Ghost Trick: Phantom Detective,2010.0,Adventure,0.42
3298,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003.0,Action,0.88
3299,Rush 2: Extreme Racing USA,1998.0,Racing,0.42
3300,Dr. Mario 64,2001.0,Puzzle,0.42
3301,Jikkyou Powerful Pro Yakyuu 6,1999.0,Sports,0.42
3302,Army Men: Sarge's Heroes 2,2000.0,Shooter,0.83
3303,Green Day: Rock Band,2010.0,Misc,1.21
3304,Wolfenstein: The Old Blood,2015.0,Action,0.65
3305,Dance Dance Revolution Ultramix 2,2004.0,Simulation,0.42
3306,Super Famista 4,1995.0,Sports,0.42
3307,The Fairly Odd Parents: Game Boy Advance Video Volume 2,2004.0,Misc,0.42
3308,Cabela's Legendary Adventures,2008.0,Sports,0.77
3309,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,2010.0,Misc,0.42
3310,JumpStart: Escape from Adventure Island,2009.0,Adventure,0.42
3311,Style Lab: Makeover,2009.0,Simulation,0.42
3312,Condemned: Criminal Origins,2005.0,Action,0.42
3313,Mega Man X6,2001.0,Action,0.42
3314,Monster Jam: Urban Assault,2008.0,Racing,1.03
3315,BloodRayne,2002.0,Shooter,0.74
3316,Kumamon Bomber: Puzzle de Kumamon Taisou,2005.0,Puzzle,0.42
3317,Castlevania: Curse of Darkness,2005.0,Action,0.54
3318,Tom Clancy's HAWX 2,2010.0,Action,0.94
3319,Harvest Moon: Grand Bazaar,2008.0,Simulation,0.42
3320,International Superstar Soccer Pro '98,1998.0,Sports,0.42
3321,Jimmy Neutron: Boy Genius,2001.0,Platform,0.9199999999999999
3322,Zack & Wiki: Quest for Barbaros' Treasure,2007.0,Adventure,0.42
3323,Double Pack: Finding Nemo / The Incredibles,2006.0,Action,0.42
3324,Animal Crossing: Amiibo Festival,2015.0,Misc,0.42
3325,Fishing Resort,2011.0,Sports,0.42
3326,WWE All Stars,2011.0,Fighting,1.5
3327,Lord of the Rings: The Third Age,2004.0,Role-Playing,0.42
3328,Football Manager Handheld 2011,2010.0,Sports,0.42
3329,Mega Man Legends 2,2000.0,Adventure,0.42
3330,X-Men vs. Street Fighter,1997.0,Fighting,0.6799999999999999
3331,High Rollers Casino,2004.0,Misc,0.55
3332,Castlevania: The Dracula X Chronicles,2007.0,Platform,0.42
3333,The Suffering,2004.0,Action,0.64
3334,Cyber Troopers Virtual-On,1995.0,Fighting,0.42
3335,Katamari Forever,2009.0,Puzzle,0.42
3336,Star Wars Starfighter: Special Edition,2001.0,Simulation,0.42
3337,TimeShift,2007.0,Shooter,0.58
3338,Zone of the Enders: The 2nd Runner,2003.0,Simulation,0.41
3339,Attack on Titan: Humanity in Chains,2013.0,Action,0.41
3340,Jampack Spring 2004 (RP-T),2003.0,Misc,0.41
3341,Dexter's Laboratory Deesaster Strikes,2001.0,Adventure,0.41
3342,NFL GameDay 2004,2003.0,Sports,0.41
3343,Scooby-Doo and the Cyber Chase,2001.0,Adventure,0.41
3344,Danganronpa: Trigger Happy Havoc,2013.0,Misc,0.6499999999999999
3345,TERA,,Role-Playing,0.41
3346,Sega Rally Championship 2,1999.0,Racing,0.41
3347,Quake II,1998.0,Shooter,0.71
3348,Wheel of Fortune: 2nd Edition,2000.0,Misc,0.41
3349,Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,0.8099999999999999
3350,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,2009.0,Fighting,0.41
3351,Cool Boarders 2001,2000.0,Sports,0.74
3352,Grudge Warriors,1999.0,Action,0.41
3353,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000.0,Sports,0.41
3354,Mass Effect Trilogy,2012.0,Action,1.1
3355,James Patterson Women's Murder Club: Games of Passion,2009.0,Adventure,0.41
3356,Itadaki Street DS,2007.0,Misc,0.41
3357,Castlevania: Order of Ecclesia,2008.0,Platform,0.41
3358,BlazBlue: Continuum Shift,2010.0,Fighting,0.73
3359,X-Men: The Official Game,2006.0,Action,1.01
3360,300: March to Glory,2007.0,Action,0.41
3361,E0: Enemy Zero,1996.0,Adventure,0.41
3362,Nicktoons: Unite!,2005.0,Adventure,0.87
3363,Six Flags Fun Park,2009.0,Misc,0.59
3364,Spore Hero,2009.0,Simulation,0.41
3365,NASCAR Racing,1996.0,Racing,0.41
3366,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009.0,Misc,0.41
3367,Spider-Man: Web of Shadows,2008.0,Action,1.26
3368,Boku no Natsuyasumi 2: Umi no Bouken Hen,2002.0,Adventure,0.41
3369,SpongeBob SquigglePants,2011.0,Misc,0.41
3370,Fantastic Pets,2011.0,Simulation,0.41
3371,Ogre Battle 64: Person of Lordly Caliber,1999.0,Role-Playing,0.41
3372,Superman: The New Superman Adventures,1999.0,Action,0.41
3373,UEFA Euro 2008 Austria-Switzerland,2008.0,Sports,1.33
3374,The Terminator: Dawn of Fate,2002.0,Action,0.5599999999999999
3375,Rogue Galaxy: Director's Cut,2007.0,Role-Playing,0.41
3376,Armored Core,1997.0,Simulation,0.41
3377,Monster Trucks Mayhem,2009.0,Racing,0.41
3378,Winter Sports 2: The Next Challenge,2008.0,Sports,0.62
3379,Densha De Go! 2,1999.0,Simulation,0.41
3380,Disney Princess: Enchanting Storybooks,2011.0,Misc,0.54
3381,The Wonderful 101,2013.0,Action,0.41
3382,No More Heroes 2: Desperate Struggle,2010.0,Action,0.41
3383,Armored Core 2: Another Age,2001.0,Simulation,0.41
3384,Buzz! Junior: Jungle Party,2006.0,Misc,0.41
3385,AKB1/48: Idol to Koishitara...,2010.0,Misc,0.41
3386,Pro Pinball,1996.0,Misc,0.41
3387,'98 Koshien,1998.0,Sports,0.41
3388,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),2001.0,Misc,0.41
3389,Speed Racer: The Videogame,2008.0,Racing,0.98
3390,Littlest Pet Shop,2008.0,Simulation,0.43
3391,Just Dance Kids 2,2011.0,Misc,0.95
3392,Hatsune Miku: Project Diva 2nd,2010.0,Misc,0.41
3393,Mario no Super Picross,1995.0,Puzzle,0.41
3394,"Ed, Edd n Eddy: The Mis-Edventures",2005.0,Platform,0.7999999999999999
3395,Jikkyou Powerful Pro Yakuu '94,1994.0,Sports,0.41
3396,Disney's Tarzan Untamed,2001.0,Platform,0.59
3397,The Gunstringer,2011.0,Shooter,0.41
3398,From Russia With Love,2005.0,Action,0.91
3399,Asura's Wrath,2012.0,Action,0.6499999999999999
3400,My Virtual Tutor: Reading Adventure First to Second Grade,2009.0,Misc,0.41
3401,Minority Report: Everybody Runs,2002.0,Action,0.65
3402,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003.0,Misc,0.4
3403,NFL GameDay 2002,2001.0,Sports,0.78
3404,Pengo,1983.0,Adventure,0.4
3405,Story of Seasons,2014.0,Simulation,0.4
3406,Beowulf: The Game,2007.0,Action,0.65
3407,Mouse Trap,1981.0,Action,0.4
3408,Super Monkey Ball: Step & Roll,2010.0,Action,0.4
3409,Hatsune Miku: Project Diva F 2nd,2014.0,Misc,0.65
3410,Overlord,2007.0,Strategy,0.42000000000000004
3411,Medarot: Kabuto / Kuwagata Version,1997.0,Role-Playing,0.4
3412,NFL GameDay 2003,,Sports,0.4
3413,WipeOut 3 The Game,2012.0,Action,0.9400000000000001
3414,Taiko no Tatsujin Wii: Dodon to 2 Yome!,2009.0,Misc,0.4
3415,Congo Bongo,1982.0,Action,0.4
3416,Gauntlet: Seven Sorrows,2005.0,Role-Playing,0.5800000000000001
3417,Advance Wars: Dual Strike,2005.0,Strategy,0.4
3418,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,2009.0,Action,0.4
3419,Warriors Orochi 2 (JP sales),2008.0,Action,0.4
3420,The Chronicles of Narnia: Prince Caspian,2008.0,Action,1.32
3421,The Incredibles: Rise of the Underminer,2005.0,Action,1.18
3422,Pet in TV,1997.0,Strategy,0.4
3423,Battalion Wars,2005.0,Strategy,0.4
3424,NBA ShootOut 2000,1999.0,Sports,0.4
3425,Samurai Shodown,1994.0,Fighting,0.47000000000000003
3426,Final Fantasy Crystal Chronicles: The Crystal Bearers,2009.0,Action,0.4
