Name,Year,Genre,Global_Sales,Total
Tamagotchi,1996.0,Simulation,1.45,87.0
4 Nin uchi Mahjong,1984.0,Misc,1.45,87.0
Dragon Ball Z,1993.0,Fighting,1.45,87.0
Game de Hakken!! Tamagotchi 2,1997.0,Simulation,1.45,87.0
Namco Museum 64,1999.0,Misc,1.45,87.0
Hasbro Family Game Night,2008.0,Puzzle,2.2399999999999998,134.39999999999998
Dragon Quest Monsters: Joker 2,2010.0,Role-Playing,1.45,87.0
Tony Hawk's American Wasteland (Weekly american sales),2005.0,Sports,1.45,87.0
My Word Coach,2007.0,Misc,1.96,117.6
Hello Kitty Party,2007.0,Misc,1.44,86.39999999999999
SingStar Pop,2007.0,Misc,1.44,86.39999999999999
Sonic Rivals,2006.0,Racing,1.44,86.39999999999999
SimCity (2013),2013.0,Simulation,1.44,86.39999999999999
Kirby Super Star,1996.0,Platform,1.44,86.39999999999999
Kinect Joy Ride,2010.0,Racing,1.44,86.39999999999999
Rayman Raving Rabbids,2006.0,Misc,1.8099999999999998,108.6
Tiger Woods PGA Tour 2005,2004.0,Sports,2.44,146.4
NCAA Football 2003,2002.0,Sports,2.17,130.2
Frogger 2: Swampy's Revenge,1999.0,Action,1.43,85.8
LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,5.2299999999999995,313.79999999999995
Tiger Woods PGA Tour 09 All-Play,2008.0,Sports,1.43,85.8
Classic NES Series: Super Mario Bros.,2004.0,Platform,1.43,85.8
Triple Play 2000,1999.0,Sports,1.71,102.6
Cabela's Big Game Hunter,2002.0,Sports,1.51,90.6
UFC Undisputed 2010,2010.0,Fighting,2.96,177.6
NBA Live 06 (Weekly american sales),2005.0,Sports,1.42,85.19999999999999
The Legend of Zelda: The Minish Cap,2004.0,Action,1.42,85.19999999999999
NFL Street,2004.0,Sports,2.4299999999999997,145.79999999999998
Super Metroid,1994.0,Action,1.42,85.19999999999999
Pro Yakyuu Family Stadium '87,1987.0,Sports,1.42,85.19999999999999
Resident Evil (Remake),2002.0,Action,1.42,85.19999999999999
Inazuma Eleven 2,2009.0,Role-Playing,1.42,85.19999999999999
Injustice: Gods Among Us,2013.0,Fighting,3.87,232.20000000000002
Ridge Racer,2004.0,Racing,2.4,144.0
Metroid: Other M,2010.0,Action,1.41,84.6
Knockout Kings 2000,1999.0,Fighting,2.33,139.8
Gran Turismo 4 Prologue,2003.0,Racing,1.41,84.6
Twisted Metal: Black,2001.0,Racing,1.41,84.6
NASCAR 2005: Chase for the Cup,2004.0,Racing,1.98,118.8
2Xtreme,1996.0,Sports,1.4,84.0
Sonic Advance 3,2004.0,Platform,1.4,84.0
Colin McRae Rally 3,2002.0,Racing,1.44,86.39999999999999
Doom (2016),2016.0,Shooter,2.25,135.0
Final Fantasy XII: Revenant Wings,2007.0,Role-Playing,1.39,83.39999999999999
Bakugan: Battle Brawlers,2009.0,Action,2.98,178.8
Deus Ex: Human Revolution,2011.0,Shooter,3.4899999999999998,209.39999999999998
Teenage Mutant Ninja Turtles III: The Manhattan Project,1991.0,Action,1.39,83.39999999999999
Dynasty Warriors 5,2005.0,Action,1.44,86.39999999999999
Hannah Montana: Spotlight World Tour,2007.0,Action,1.67,100.19999999999999
WWE '13,2012.0,Action,2.83,169.8
The Sims 2,2005.0,Simulation,4.42,265.2
Paper Mario,2000.0,Role-Playing,1.38,82.8
Bravely Default: Flying Fairy,2012.0,Role-Playing,1.38,82.8
Duke Nukem: Time to Kill,1998.0,Shooter,1.38,82.8
Persona 4: Golden,2012.0,Role-Playing,1.38,82.8
Hasbro Family Game Night 2,2009.0,Misc,1.38,82.8
Disney Princess: Enchanted Journey,2007.0,Adventure,1.6099999999999999,96.6
Gardening Mama,2009.0,Puzzle,1.38,82.8
Dave Mirra Freestyle BMX 2,2001.0,Sports,2.05,122.99999999999999
Assassin's Creed: Rogue,2014.0,Action,2.49,149.4
Ridge Racer 7,2006.0,Racing,1.37,82.2
A Collection of Activision Classic Games for the Atari 2600,1998.0,Misc,1.37,82.2
Forza Horizon 2,2014.0,Racing,2.22,133.20000000000002
MotorStorm: Pacific Rift,2008.0,Racing,1.37,82.2
Star Wars Knights of the Old Republic II: The Sith Lords,2004.0,Role-Playing,1.4300000000000002,85.80000000000001
Pocket Monsters Stadium,1998.0,Strategy,1.37,82.2
Tom Clancy's Ghost Recon 2,2004.0,Shooter,2.5100000000000002,150.60000000000002
Crash Bandicoot 2: N-Tranced,2003.0,Platform,1.36,81.60000000000001
SingStar Abba,2008.0,Misc,2.31,138.6
Gradius,1986.0,Shooter,1.36,81.60000000000001
Dragon Quest III: Soshite Densetsu e...,1996.0,Role-Playing,1.36,81.60000000000001
Centipede,1981.0,Shooter,2.0100000000000002,120.60000000000001
Yoshi's New Island,2014.0,Platform,1.36,81.60000000000001
Ryse: Son of Rome,2013.0,Action,1.36,81.60000000000001
Dead to Rights,2002.0,Shooter,2.24,134.4
LEGO Harry Potter: Years 5-7,,Action,5.17,310.2
Marvel vs. Capcom 3: Fate of Two Worlds,2011.0,Fighting,2.43,145.8
Dance Dance Revolution (Japan),1999.0,Simulation,1.35,81.0
F1 2010,2010.0,Racing,2.3000000000000003,138.00000000000003
Madden NFL 98,1997.0,Sports,1.35,81.0
Namco Museum DS,2007.0,Misc,1.35,81.0
Grand Theft Auto: Chinatown Wars,2009.0,Action,2.43,145.8
Alan Wake,2010.0,Action,1.4200000000000002,85.2
Samurai Warriors,2004.0,Action,1.4200000000000002,85.2
Monster Hunter Freedom,2005.0,Role-Playing,1.35,81.0
Crysis 2,2011.0,Action,3.39,203.4
SaGa Frontier,1997.0,Role-Playing,1.35,81.0
SingStar Party,2004.0,Misc,1.35,81.0
The ICO & Shadow of the Colossus Collection,2011.0,Adventure,1.35,81.0
Test Drive,2002.0,Racing,1.76,105.6
Mario & Luigi: Partners in Time,2005.0,Role-Playing,1.34,80.4
Lost Planet: Extreme Condition,2006.0,Shooter,1.98,118.8
Doom 3,2005.0,Shooter,1.4400000000000002,86.4
Donkey Kong Jungle Beat,2004.0,Platform,1.35,81.0
Max Payne 2: The Fall of Max Payne,2003.0,Shooter,2.0100000000000002,120.60000000000001
Command & Conquer: Red Alert 2,2000.0,Strategy,1.34,80.4
MVP Baseball 2004,2004.0,Sports,2.19,131.4
Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004.0,Platform,1.33,79.80000000000001
Your Shape: Fitness Evolved,2010.0,Sports,1.33,79.80000000000001
Triple Play 2001,2000.0,Sports,1.33,79.80000000000001
Metroid Prime 2: Echoes,2004.0,Shooter,1.33,79.80000000000001
Final Fantasy X / X-2 HD Remaster,2013.0,Role-Playing,2.3,138.0
Corvette,2004.0,Racing,1.85,111.0
Petz Wild Animals: Dolphinz,2007.0,Simulation,1.33,79.80000000000001
Pokemon Ranger: Guardian Signs,2010.0,Role-Playing,1.33,79.80000000000001
Need for Speed Underground Rivals,2005.0,Racing,1.32,79.2
Dark Souls II,2014.0,Role-Playing,3.07,184.2
World of Warcraft: Wrath of the Lich King,2008.0,Role-Playing,1.32,79.2
The LEGO Movie Videogame,2014.0,Action,5.33,319.8
TOCA 2: Touring Cars,1998.0,Racing,1.32,79.2
Gyromite,1985.0,Puzzle,1.32,79.2
NFL 2K3,2002.0,Sports,2.06,123.60000000000001
Fighting Force,1997.0,Fighting,1.32,79.2
Mega Man Battle Network 4: Red Sun / Blue Moon,2003.0,Role-Playing,1.32,79.2
MAG: Massive Action Game,2010.0,Shooter,1.32,79.2
Madden NFL 97,1996.0,Sports,1.32,79.2
Cars 2,2011.0,Racing,3.66,219.60000000000002
TNN Motor Sports Hardcore 4x4,1996.0,Racing,1.31,78.60000000000001
IHRA Drag Racing 2,2002.0,Racing,1.31,78.60000000000001
[Prototype],2009.0,Action,2.55,153.0
Madagascar,2005.0,Platform,3.45,207.0
Rugrats Studio Tour,1999.0,Adventure,1.31,78.60000000000001
LEGO Battles,2009.0,Strategy,1.31,78.60000000000001
Pitfall II: Lost Caverns,1983.0,Platform,1.31,78.60000000000001
Turok: Evolution,2002.0,Shooter,2.3600000000000003,141.60000000000002
High School Musical 3: Senior Year DANCE!,2008.0,Misc,1.85,111.0
Gold's Gym: Cardio Workout,2008.0,Sports,1.31,78.60000000000001
Adventure,,Adventure,1.3,78.0
Yu-Gi-Oh! The Sacred Cards,2002.0,Role-Playing,1.3,78.0
NBA Live 07,2006.0,Sports,2.33,139.8
SingStar '80s,2005.0,Misc,1.3,78.0
EA Playground,2007.0,Sports,1.6300000000000001,97.80000000000001
Test Drive 5,1997.0,Racing,1.3,78.0
Romancing SaGa 3,1995.0,Role-Playing,1.3,78.0
EA Sports Active 2,2010.0,Sports,2.6100000000000003,156.60000000000002
Digimon World,1999.0,Role-Playing,1.3,78.0
Rise of the Tomb Raider,2015.0,Adventure,1.8,108.0
Yoshi's Woolly World,2015.0,Platform,1.29,77.4
Mega Man Battle Network 3 Blue / White Version,2002.0,Role-Playing,1.29,77.4
FIFA Street,2012.0,Sports,2.68,160.8
Resident Evil Zero,2002.0,Action,1.74,104.4
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,Platform,1.29,77.4
Transformers,2004.0,Shooter,1.29,77.4
Guitar Hero: Aerosmith,2008.0,Misc,4.3,258.0
Mystery Case Files: MillionHeir,2008.0,Adventure,1.29,77.4
Valkyria Chronicles,2008.0,Role-Playing,1.46,87.6
Midnight Club 3: DUB Edition (America weekly sales),2005.0,Racing,1.29,77.4
Champions of Norrath,2004.0,Role-Playing,1.28,76.8
Imagine: Wedding Designer,2008.0,Simulation,1.28,76.8
Metal Gear Solid V: Ground Zeroes,2014.0,Action,2.33,139.8
Yakuman,1989.0,Misc,1.28,76.8
Army Men 3D,1999.0,Action,1.28,76.8
Twisted Metal 4,1999.0,Racing,1.28,76.8
Manhunt,2003.0,Action,1.47,88.2
Kid Icarus: Uprising,2012.0,Action,1.28,76.8
Silent Hill 2,2001.0,Action,1.28,76.8
Tomb Raider: Underworld,2008.0,Action,3.29,197.4
Castlevania: Symphony of the Night,1997.0,Platform,1.27,76.2
The Sims 2: Nightlife,2005.0,Simulation,1.27,76.2
Road Rash,1995.0,Racing,1.27,76.2
Pokemon Mystery Dungeon: Gates to Infinity,2012.0,Role-Playing,1.27,76.2
Atlantis,1981.0,Shooter,1.27,76.2
NBA 2K9,2008.0,Sports,2.29,137.4
WWE '12,2011.0,Fighting,2.81,168.6
Hogan's Alley,1984.0,Shooter,1.27,76.2
Jillian Michaels' Fitness Ultimatum 2009,2008.0,Sports,1.27,76.2
.hack//Infection Part 1,2002.0,Role-Playing,1.27,76.2
Rockstar Games presents Table Tennis,2007.0,Sports,2.0300000000000002,121.80000000000001
Sonic Adventure DX: Director's Cut,2003.0,Platform,1.27,76.2
Jet Li: Rise to Honor,2004.0,Action,1.27,76.2
Battle Arena Toshinden,1994.0,Fighting,1.27,76.2
Yokai Watch 3,2016.0,Action,1.27,76.2
Tamagotchi Connection: Corner Shop,2005.0,Simulation,1.26,75.6
Football Manager 2011,2010.0,Sports,1.26,75.6
Devil Dice,1998.0,Puzzle,1.26,75.6
Final Fantasy IV,2007.0,Simulation,1.57,94.2
Hyrule Warriors,2014.0,Action,1.68,100.8
Championship Manager 03/04,2003.0,Sports,1.26,75.6
Brian Lara Cricket,1998.0,Sports,1.26,75.6
Ratatouille,2007.0,Action,4.46,267.6
Wheel of Fortune,1998.0,Misc,3.89,233.4
LEGO The Lord of the Rings,2012.0,Action,4.43,265.79999999999995
Winter Sports: The Ultimate Challenge,2007.0,Sports,1.26,75.6
SOCOM: U.S. Navy SEALs Confrontation,2008.0,Shooter,1.25,75.0
NBA Live 2001,2000.0,Sports,2.35,141.0
Combat,,Action,1.25,75.0
Dragon Ball: Daimaou Fukkatsu,1988.0,Role-Playing,1.25,75.0
Gegege no Kitarou 2: Youkai Gundan no Chousen,1987.0,Role-Playing,1.25,75.0
Reel Fishing,1996.0,Sports,1.25,75.0
Pokemon XD: Gale of Darkness,2005.0,Role-Playing,1.25,75.0
Black,2006.0,Shooter,1.67,100.19999999999999
RollerCoaster Tycoon 2,2002.0,Strategy,1.25,75.0
Lara Croft Tomb Raider: The Angel of Darkness,2003.0,Action,1.25,75.0
Road Rash 3D,1998.0,Racing,1.25,75.0
Ratchet: Deadlocked,2005.0,Shooter,1.24,74.4
Baldur's Gate: Dark Alliance,2001.0,Role-Playing,1.61,96.60000000000001
Transformers: Autobots / Decepticons,2007.0,Action,1.24,74.4
Tales of Xillia,2011.0,Role-Playing,1.24,74.4
Diddy Kong Racing DS,2007.0,Racing,1.24,74.4
Assassin's Creed: Bloodlines,2009.0,Action,1.24,74.4
Oddworld: Abe's Oddysee,1997.0,Platform,1.24,74.4
Ridge Racer V,2000.0,Action,1.24,74.4
WWE SmackDown vs. Raw 2009,2008.0,Fighting,4.88,292.8
Tetris 2 (All region sales),1992.0,Puzzle,1.24,74.4
Frogger: The Great Quest,2001.0,Platform,1.23,73.8
2010 FIFA World Cup South Africa,2010.0,Sports,3.0,180.0
Ninja Gaiden,2004.0,Action,1.23,73.8
Driv3r,2004.0,Racing,2.02,121.2
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003.0,Misc,1.23,73.8
Farming Simulator 2015,2014.0,Simulation,2.64,158.4
Medal of Honor: Airborne,2007.0,Shooter,2.38,142.79999999999998
Kirby Tilt 'n' Tumble,2000.0,Puzzle,1.23,73.8
Vigilante 8,1998.0,Racing,1.54,92.4
Castlevania,1986.0,Platform,1.87,112.2
Donkey Kong Country 2,2004.0,Platform,1.23,73.8
Bayonetta,2009.0,Action,2.17,130.2
"WarioWare, Inc.: Mega MicroGame$",2003.0,Puzzle,1.23,73.8
Madden NFL 17,2016.0,Sports,2.21,132.6
Boom Blox,2008.0,Puzzle,1.23,73.8
The Sims 2: Castaway,2007.0,Simulation,3.13,187.79999999999998
Naruto Shippuden: Ultimate Ninja Storm 2,2010.0,Fighting,2.01,120.6
Mario Power Tennis,2004.0,Sports,1.22,73.2
Intelligent Qube,1997.0,Puzzle,1.22,73.2
Game & Watch Gallery 2,1997.0,Misc,1.22,73.2
Game & Watch Gallery 3,1999.0,Misc,1.22,73.2
Parfait: Chocolat Second Style,2006.0,Adventure,1.22,73.2
F1 2011,2011.0,Racing,2.45,147.0
Cars,2006.0,Racing,6.859999999999999,411.59999999999997
NBA Live 99,1997.0,Sports,1.69,101.39999999999999
Chocobo no Fushigi Dungeon,1997.0,Role-Playing,1.22,73.2
Golden Sun: The Lost Age,2002.0,Role-Playing,1.22,73.2
WCW Mayhem,1998.0,Fighting,2.01,120.6
NBA 2K2,2002.0,Sports,1.54,92.4
NASCAR Thunder 2003,,Racing,1.8,108.0
Super Street Fighter IV: 3D Edition,2011.0,Fighting,1.22,73.2
Fuzion Frenzy,2001.0,Misc,1.21,72.6
Sly Cooper and the Thievius Raccoonus,2002.0,Platform,1.21,72.6
The Magical Quest starring Mickey Mouse,1992.0,Platform,1.21,72.6
Dragon Quest IV: Michibikareshi Monotachi,2001.0,Role-Playing,1.21,72.6
Star Wars Episode 1: Jedi Power Battles,1999.0,Action,1.21,72.6
Dino Crisis 2,2000.0,Action,1.21,72.6
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,2007.0,Misc,1.21,72.6
Test Drive 4,1997.0,Racing,1.21,72.6
World Soccer Winning Eleven 9 (JP & Others sales),2005.0,Sports,1.2,72.0
The Lord of the Rings: The Fellowship of the Ring,2002.0,Action,1.73,103.8
ATV Offroad Fury 3,2004.0,Racing,1.2,72.0
Pikmin 2,2004.0,Strategy,1.2,72.0
Just Dance 2016,2015.0,Misc,3.03,181.79999999999998
Disney Sing It,2008.0,Misc,2.51,150.6
WWE 2K16,2015.0,Sports,2.86,171.6
Dragon Ball Z: La Legende Saien,1993.0,Fighting,1.2,72.0
TwinBee,1986.0,Shooter,1.2,72.0
Ganbare Goemon! Karakuri Douchuu,1986.0,Platform,1.2,72.0
NFL 2K,1999.0,Sports,1.2,72.0
SolarStriker,1989.0,Shooter,1.2,72.0
NHL 2002,2001.0,Sports,1.5899999999999999,95.39999999999999
Mario vs. Donkey Kong 2: March of the Minis,2006.0,Puzzle,1.2,72.0
PokéPark Wii: Pikachu's Adventure,2009.0,Adventure,1.2,72.0
One Piece: Pirate Warriors,2012.0,Action,1.2,72.0
WWE 2K14,2013.0,Sports,2.32,139.2
Metal Gear Solid: Portable Ops,2006.0,Action,1.19,71.39999999999999
Nuclear Strike,1997.0,Simulation,1.19,71.39999999999999
Captain Toad: Treasure Tracker,2014.0,Puzzle,1.19,71.39999999999999
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002.0,Platform,2.47,148.20000000000002
Scarface: The World is Yours,2006.0,Action,1.8699999999999999,112.19999999999999
Kobe Bryant in NBA Courtside,1998.0,Sports,1.19,71.39999999999999
Disney's Chip 'n Dale: Rescue Rangers,1990.0,Platform,1.19,71.39999999999999
The Dukes of Hazzard: Racing for Home,1999.0,Racing,1.19,71.39999999999999
Final Fantasy I & II: Dawn of Souls,2004.0,Role-Playing,1.19,71.39999999999999
NBA 2K17,2016.0,Sports,1.93,115.8
Pokemon Super Mystery Dungeon,2015.0,Role-Playing,1.19,71.39999999999999
Metal Gear Solid VR Missions,1999.0,Adventure,1.18,70.8
Pole Position,1982.0,Racing,1.18,70.8
Resident Evil: Operation Raccoon City,2012.0,Action,2.0,120.0
Pro Yakyuu Family Stadium '88,1988.0,Sports,1.18,70.8
Shenmue,1999.0,Adventure,1.18,70.8
WWE SmackDown vs. Raw 2010,2009.0,Fighting,5.21,312.6
Plants vs. Zombies,2011.0,Strategy,1.68,100.8
Super Ghouls 'n Ghosts,1991.0,Platform,1.25,75.0
Spore,2008.0,Strategy,1.17,70.19999999999999
Soviet Strike,1996.0,Simulation,1.17,70.19999999999999
Your Shape: Fitness Evolved 2012,2011.0,Sports,1.17,70.19999999999999
Gun,2005.0,Shooter,2.14,128.4
Ty the Tasmanian Tiger,2002.0,Platform,1.6199999999999999,97.19999999999999
Wario Land: Shake It!,2008.0,Platform,1.17,70.19999999999999
Sonic Rush Adventure,2007.0,Platform,1.17,70.19999999999999
Mega Man 3,1990.0,Platform,1.17,70.19999999999999
Ratchet & Clank (2016),2016.0,Platform,1.17,70.19999999999999
Mission: Impossible,1997.0,Action,1.69,101.39999999999999
Romancing SaGa 2,1993.0,Role-Playing,1.17,70.19999999999999
Cabela's Dangerous Hunts,2003.0,Sports,1.52,91.2
Cool Boarders 4,1998.0,Sports,1.17,70.19999999999999
Rage Racer,1996.0,Racing,1.17,70.19999999999999
Football Manager 2013,2012.0,Sports,1.17,70.19999999999999
Destruction Derby 2,1996.0,Racing,1.17,70.19999999999999
Mirror's Edge,2008.0,Platform,2.3699999999999997,142.2
Mario vs. Donkey Kong,2004.0,Puzzle,1.17,70.19999999999999
EA Sports Active: More Workouts,2009.0,Sports,1.16,69.6
Final Fantasy Tactics: The War of the Lions,2007.0,Role-Playing,1.16,69.6
Midnight Club 3: DUB Edition Remix,2006.0,Racing,1.3599999999999999,81.6
Tom Clancy's Ghost Recon: Jungle Storm,2004.0,Shooter,1.16,69.6
Bushido Blade,1997.0,Fighting,1.16,69.6
NASCAR Thunder 2002,2001.0,Racing,1.91,114.6
Jet Force Gemini,1999.0,Shooter,1.16,69.6
Mega Man X,1993.0,Platform,1.16,69.6
Yu-Gi-Oh! The Sacred Cards (American and Others sales),2002.0,Role-Playing,1.16,69.6
Sega Rally Championship,1995.0,Racing,1.16,69.6
Test Drive: Off Road,1997.0,Racing,1.16,69.6
Medal of Honor Heroes 2,2007.0,Shooter,1.5799999999999998,94.8
Sniper: Ghost Warrior,2010.0,Shooter,2.12,127.2
Rocksmith,2011.0,Misc,2.4,144.0
Plants vs. Zombies: Garden Warfare,2014.0,Shooter,3.23,193.8
Worldwide Soccer Manager 2009,2008.0,Simulation,1.15,69.0
Omerta: City of Gangsters,2011.0,Simulation,1.8599999999999999,111.6
Gauntlet: Dark Legacy,2001.0,Action,1.5,90.0
Ninja Gaiden Sigma,2007.0,Action,1.42,85.19999999999999
Bad Boys: Miami Takedown,2004.0,Shooter,1.38,82.8
Kaboom!,1980.0,Misc,1.15,69.0
Red Dead Redemption: Undead Nightmare,2010.0,Action,2.2199999999999998,133.2
Sonic and the Black Knight,2009.0,Platform,1.15,69.0
Qix,1990.0,Puzzle,1.15,69.0
Derby Stallion III,1995.0,Sports,1.15,69.0
Doraemon,1986.0,Action,1.15,69.0
High School Musical 2: Work This Out!,2008.0,Misc,1.15,69.0
Ratchet & Clank: All 4 One,2011.0,Platform,1.15,69.0
Donkey Konga,2003.0,Misc,1.15,69.0
Fight Night Champion,2011.0,Fighting,1.95,117.0
Dragon Quest I & II,1993.0,Role-Playing,1.15,69.0
Tak and the Power of Juju,2003.0,Platform,2.1,126.0
Puyo Puyo Sun Ketteiban,1997.0,Puzzle,1.15,69.0
Pokemon Rumble Blast,2011.0,Action,1.14,68.39999999999999
Action Bass,2000.0,Action,1.14,68.39999999999999
Tenchu: Wrath of Heaven,2003.0,Action,1.14,68.39999999999999
Shadow of the Colossus,2005.0,Action,1.18,70.8
Brave Fencer Musashi,1998.0,Role-Playing,1.14,68.39999999999999
Hot Shots Golf: Out of Bounds,2007.0,Sports,1.14,68.39999999999999
Dance Dance Revolution Extreme 2,2005.0,Simulation,1.14,68.39999999999999
Rabbids Go Home,2009.0,Platform,1.8599999999999999,111.6
South Park,1998.0,Shooter,1.8499999999999999,110.99999999999999
Commando,1986.0,Action,1.6099999999999999,96.6
Pilotwings,1990.0,Simulation,1.14,68.39999999999999
Resident Evil - Code: Veronica,2000.0,Action,1.14,68.39999999999999
Super R.C. Pro-Am,1991.0,Racing,1.14,68.39999999999999
Royal Palace of White Sword and The City of Gentiles,2005.0,Role-Playing,1.2599999999999998,75.6
Mobile Suit Gundam: Federation vs. Zeon,2001.0,Simulation,1.14,68.39999999999999
MechAssault,2002.0,Simulation,1.13,67.8
ModNation Racers,2010.0,Racing,1.67,100.19999999999999
Derby Stallion 99,1999.0,Sports,1.13,67.8
Fantasy Life,2012.0,Role-Playing,1.13,67.8
Tom Clancy's Rainbow Six 3: Black Arrow,2004.0,Shooter,1.13,67.8
WWE 2K15,2014.0,Sports,3.23,193.8
Jampack Winter '98,1998.0,Misc,1.13,67.8
Alien: Isolation,2014.0,Shooter,2.4499999999999997,146.99999999999997
Yakuza 3,2009.0,Action,1.13,67.8
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),2005.0,Role-Playing,1.13,67.8
Dragon Age II,2011.0,Action,2.6,156.0
Moon Patrol,1982.0,Shooter,1.12,67.2
Supercar Street Challenge,2001.0,Racing,1.12,67.2
Pilotwings 64,1996.0,Simulation,1.12,67.2
Crackdown 2,2010.0,Shooter,1.12,67.2
Castlevania: Lords of Shadow,2010.0,Action,1.79,107.4
Disney Infinity 2.0: Marvel Super Heroes,2014.0,Action,3.95,237.0
SOCOM: U.S. Navy SEALs Fireteam Bravo,2005.0,Shooter,1.12,67.2
Worldwide Soccer Manager 2008,2007.0,Sports,1.12,67.2
Counter-Strike,2003.0,Shooter,1.11,66.60000000000001
Mad Max (2015),2015.0,Action,1.57,94.2
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007.0,Action,3.37,202.20000000000002
GRID,2008.0,Racing,2.0900000000000003,125.40000000000002
Guitar Hero Encore: Rocks The 80s,2007.0,Misc,1.11,66.60000000000001
Sunset Overdrive,2014.0,Shooter,1.11,66.60000000000001
Tom Clancy's Splinter Cell: Chaos Theory,2005.0,Action,2.23,133.8
Donkey Kong Jr.,1983.0,Platform,1.11,66.60000000000001
Arc the Lad,1995.0,Role-Playing,1.11,66.60000000000001
NBA Jam Tournament Edition,1994.0,Sports,2.37,142.20000000000002
Pikmin 3,2013.0,Strategy,1.11,66.60000000000001
Legend of Mana,1999.0,Role-Playing,1.11,66.60000000000001
Lumines: Puzzle Fusion,2004.0,Puzzle,1.11,66.60000000000001
Megamania,1981.0,Shooter,1.1,66.0
The Legend of Zelda: Tri Force Heroes,2015.0,Action,1.1,66.0
Jungle Hunt,1982.0,Platform,1.1,66.0
Triple Play 98,1997.0,Sports,1.1,66.0
Petz Dogz 2,2007.0,Simulation,2.24,134.4
WWE SmackDown vs. Raw 2011,2010.0,Fighting,3.54,212.4
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,1999.0,Strategy,1.1,66.0
Lode Runner,1984.0,Puzzle,1.12,67.2
The Final Fantasy Legend,1989.0,Role-Playing,1.1,66.0
Famicom Jump: Eiyuu Retsuden,1989.0,Role-Playing,1.1,66.0
F-Zero X,1998.0,Racing,1.1,66.0
Popeye,1983.0,Platform,1.6400000000000001,98.4
NERF N-Strike,2008.0,Shooter,1.1,66.0
SingStar Legends,2006.0,Misc,1.1,66.0
SingStar Rocks!,2006.0,Misc,1.1,66.0
Tales of Symphonia,2003.0,Role-Playing,1.6400000000000001,98.4
Untold Legends: Brotherhood of the Blade,2005.0,Role-Playing,1.1,66.0
Star Ocean: The Second Story,1998.0,Role-Playing,1.1,66.0
Lightning Returns: Final Fantasy XIII,2013.0,Role-Playing,1.3900000000000001,83.4
Imagine: Babysitters,2008.0,Simulation,1.09,65.4
Yakuza 2,2006.0,Adventure,1.09,65.4
Skate 2,2009.0,Sports,1.94,116.39999999999999
Dragon Ball Z: The Legacy of Goku II,2003.0,Role-Playing,1.09,65.4
Virtua Fighter 5,2007.0,Fighting,1.09,65.4
NFL 2K1,2000.0,Sports,1.09,65.4
BeatMania,1998.0,Simulation,1.1600000000000001,69.60000000000001
Namco Museum Battle Collection,2005.0,Misc,1.09,65.4
Empire: Total War,2009.0,Strategy,1.09,65.4
The Godfather,2006.0,Action,1.09,65.4
Tiger Woods PGA Tour 10,2009.0,Sports,3.0300000000000002,181.8
Star Wars: Bounty Hunter,2002.0,Shooter,1.35,81.0
Densha De Go!,1997.0,Simulation,1.09,65.4
Dante's Inferno,2010.0,Action,2.2,132.0
Endless Ocean,2007.0,Adventure,1.09,65.4
NFL Blitz 2000,1998.0,Sports,1.67,100.19999999999999
Sonic Free Riders,2010.0,Racing,1.09,65.4
NASCAR Thunder 2004,2003.0,Racing,1.31,78.60000000000001
Prince of Persia,2008.0,Action,2.09,125.39999999999999
The Biggest Loser,2009.0,Sports,1.4000000000000001,84.00000000000001
Fisherman's Bass Club,2002.0,Sports,1.08,64.80000000000001
MySims Agents,2009.0,Adventure,2.13,127.8
Resident Evil: The Darkside Chronicles,2009.0,Action,1.08,64.80000000000001
NCAA Football 13,2012.0,Action,1.9500000000000002,117.00000000000001
Joust,1982.0,Platform,1.08,64.80000000000001
DiRT 3,2011.0,Racing,1.97,118.2
Spore Creatures,2008.0,Simulation,1.08,64.80000000000001
Ready 2 Rumble Boxing,1998.0,Sports,1.67,100.19999999999999
Dragon Ball Z: Taiketsu,2003.0,Fighting,1.08,64.80000000000001
Disney's Lilo & Stitch,2002.0,Platform,1.08,64.80000000000001
Star Fox: Assault,2005.0,Shooter,1.08,64.80000000000001
Naruto: Ultimate Ninja Storm,2008.0,Fighting,1.08,64.80000000000001
NCAA Football 14,2013.0,Sports,1.87,112.2
Doko Demo Issyo,1999.0,Misc,1.07,64.2
Imagine: Fashion Designer New York,2008.0,Simulation,1.07,64.2
Bully: Scholarship Edition,2008.0,Action,1.62,97.2
Virtua Fighter,1994.0,Fighting,1.07,64.2
Championship Manager 99/00,1999.0,Sports,1.07,64.2
Super Princess Peach,2005.0,Platform,1.07,64.2
NHL 99,1997.0,Sports,1.46,87.6
SoulCalibur III,2005.0,Fighting,1.07,64.2
F1 2012,2012.0,Racing,1.72,103.2
World Tour Soccer,2005.0,Sports,1.07,64.2
